State_Count,Date,State,Active,Deceased,Recovered,State_Name
1,9-Apr-20,AP,15,2,4,Andhra Pradesh
1,9-Apr-20,AR,0,0,0,Arunachal Pradesh
1,9-Apr-20,AS,1,0,0,Assam
1,9-Apr-20,BR,19,0,0,Bihar
1,9-Apr-20,CH,0,0,0,Chandigarh
1,9-Apr-20,CT,8,0,0,Chhattisgarh
1,9-Apr-20,DD,0,0,0,Daman and Diu
1,9-Apr-20,DL,51,3,4,Delhi
1,9-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1,9-Apr-20,GA,0,0,0,Goa
1,9-Apr-20,GJ,76,2,1,Gujarat
1,9-Apr-20,HP,1,0,0,Himachal Pradesh
1,9-Apr-20,HR,3,0,0,Haryana
1,9-Apr-20,JH,9,1,0,Jharkhand
1,9-Apr-20,JK,26,1,0,Jammu and Kashmir
1,9-Apr-20,KA,16,1,2,Karnataka
1,9-Apr-20,KL,12,0,13,Kerala
1,9-Apr-20,LA,0,0,0,Ladakh
1,9-Apr-20,LD,0,0,0,Lakshadweep
1,9-Apr-20,MH,229,25,8,Maharashtra
1,9-Apr-20,ML,0,0,0,Meghalaya
1,9-Apr-20,MN,0,0,0,Manipur
1,9-Apr-20,MP,70,9,0,Madhya Pradesh
1,9-Apr-20,MZ,0,0,0,Mizoram
1,9-Apr-20,NL,0,0,0,Nagaland
1,9-Apr-20,OR,6,0,0,Odisha
1,9-Apr-20,PB,24,1,4,Punjab
1,9-Apr-20,PY,0,0,0,Puducherry
1,9-Apr-20,RJ,80,0,15,Rajasthan
1,9-Apr-20,SK,0,0,0,Sikkim
1,9-Apr-20,TG,18,1,0,Telangana
1,9-Apr-20,TN,96,0,6,Tamil Nadu
1,9-Apr-20,TR,0,0,0,Tripura
1,9-Apr-20,TT,813,46,70,Total
1,9-Apr-20,UN,0,0,0,State Unassigned
1,9-Apr-20,UP,49,0,0,Uttar Pradesh
1,9-Apr-20,UT,0,0,0,Uttarakhand
1,9-Apr-20,WB,4,0,3,West Bengal
1,9-Jul-20,AN,7,0,9,Andaman and Nicobar Islands
1,9-Jul-20,AP,1555,13,1053,Andhra Pradesh
1,9-Jul-20,AR,15,0,11,Arunachal Pradesh
1,9-Jul-20,AS,568,5,421,Assam
1,9-Jul-20,BR,704,9,251,Bihar
1,9-Jul-20,CH,16,0,1,Chandigarh
1,9-Jul-20,CT,140,1,68,Chhattisgarh
1,9-Jul-20,DD,0,0,0,Daman and Diu
1,9-Jul-20,DL,2187,45,4027,Delhi
1,9-Jul-20,DN,14,0,10,Dadra and Nagar Haveli and Daman and Diu
1,9-Jul-20,GA,112,1,66,Goa
1,9-Jul-20,GJ,861,15,429,Gujarat
1,9-Jul-20,HP,39,0,13,Himachal Pradesh
1,9-Jul-20,HR,674,5,399,Haryana
1,9-Jul-20,JH,134,1,40,Jharkhand
1,9-Jul-20,JK,240,5,128,Jammu and Kashmir
1,9-Jul-20,KA,2228,17,957,Karnataka
1,9-Jul-20,KL,339,0,149,Kerala
1,9-Jul-20,LA,8,0,27,Ladakh
1,9-Jul-20,LD,0,0,0,Lakshadweep
1,9-Jul-20,MH,6875,219,4067,Maharashtra
1,9-Jul-20,ML,13,0,0,Meghalaya
1,9-Jul-20,MN,15,0,6,Manipur
1,9-Jul-20,MP,305,5,245,Madhya Pradesh
1,9-Jul-20,MZ,0,0,0,Mizoram
1,9-Jul-20,NL,16,0,0,Nagaland
1,9-Jul-20,OR,577,6,401,Odisha
1,9-Jul-20,PB,233,5,117,Punjab
1,9-Jul-20,PY,49,2,35,Puducherry
1,9-Jul-20,RJ,500,9,204,Rajasthan
1,9-Jul-20,SK,1,0,0,Sikkim
1,9-Jul-20,TG,1410,7,913,Telangana
1,9-Jul-20,TN,4231,65,3994,Tamil Nadu
1,9-Jul-20,TR,16,0,14,Tripura
1,9-Jul-20,TT,25790,479,19408,Total
1,9-Jul-20,UN,-633,0,0,State Unassigned
1,9-Jul-20,UP,1206,17,796,Uttar Pradesh
1,9-Jul-20,UT,47,0,22,Uttarakhand
1,9-Jul-20,WB,1088,27,535,West Bengal
1,9-Jun-20,AN,1,0,0,Andaman and Nicobar Islands
1,9-Jun-20,AP,69,2,48,Andhra Pradesh
1,9-Jun-20,AR,0,0,1,Arunachal Pradesh
1,9-Jun-20,AS,215,1,312,Assam
1,9-Jun-20,BR,208,2,228,Bihar
1,9-Jun-20,CH,6,0,0,Chandigarh
1,9-Jun-20,CT,14,1,12,Chhattisgarh
1,9-Jun-20,DD,0,0,0,Daman and Diu
1,9-Jun-20,DL,1366,31,504,Delhi
1,9-Jun-20,DN,2,0,0,Dadra and Nagar Haveli and Daman and Diu
1,9-Jun-20,GA,29,0,0,Goa
1,9-Jun-20,GJ,470,33,409,Gujarat
1,9-Jun-20,HP,16,0,14,Himachal Pradesh
1,9-Jun-20,HR,355,6,107,Haryana
1,9-Jun-20,JH,126,1,40,Jharkhand
1,9-Jun-20,JK,61,3,182,Jammu and Kashmir
1,9-Jun-20,KA,161,2,164,Karnataka
1,9-Jun-20,KL,91,0,34,Kerala
1,9-Jun-20,LA,5,0,0,Ladakh
1,9-Jun-20,LD,0,0,0,Lakshadweep
1,9-Jun-20,MH,2258,120,1664,Maharashtra
1,9-Jun-20,ML,4,0,0,Meghalaya
1,9-Jun-20,MN,32,0,6,Manipur
1,9-Jun-20,MP,211,6,193,Madhya Pradesh
1,9-Jun-20,MZ,46,0,0,Mizoram
1,9-Jun-20,NL,5,0,2,Nagaland
1,9-Jun-20,OR,146,0,140,Odisha
1,9-Jun-20,PB,56,2,39,Punjab
1,9-Jun-20,PY,4,0,2,Puducherry
1,9-Jun-20,RJ,369,9,211,Rajasthan
1,9-Jun-20,SK,6,0,3,Sikkim
1,9-Jun-20,TG,178,6,0,Telangana
1,9-Jun-20,TN,1685,18,798,Tamil Nadu
1,9-Jun-20,TR,26,1,0,Tripura
1,9-Jun-20,TT,9981,272,5634,Total
1,9-Jun-20,UN,874,0,0,State Unassigned
1,9-Jun-20,UP,388,18,325,Uttar Pradesh
1,9-Jun-20,UT,126,0,41,Uttarakhand
1,9-Jun-20,WB,372,10,155,West Bengal
1,9-May-21,AN,0,0,0,Andaman and Nicobar Islands
1,9-May-21,AP,43,3,45,Andhra Pradesh
1,9-May-21,AR,0,0,0,Arunachal Pradesh
1,9-May-21,AS,2,-1,0,Assam
1,9-May-21,BR,32,0,51,Bihar
1,9-May-21,CH,23,0,3,Chandigarh
1,9-May-21,CT,0,0,5,Chhattisgarh
1,9-May-21,DD,0,0,0,Daman and Diu
1,9-May-21,DL,224,0,0,Delhi
1,9-May-21,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1,9-May-21,GA,0,0,0,Goa
1,9-May-21,GJ,394,23,219,Gujarat
1,9-May-21,HP,2,0,1,Himachal Pradesh
1,9-May-21,HR,28,1,11,Haryana
1,9-May-21,JH,2,0,37,Jharkhand
1,9-May-21,JK,13,0,4,Jammu and Kashmir
1,9-May-21,KA,41,0,10,Karnataka
1,9-May-21,KL,2,0,1,Kerala
1,9-May-21,LA,0,0,0,Ladakh
1,9-May-21,LD,0,0,0,Lakshadweep
1,9-May-21,MH,1165,48,330,Maharashtra
1,9-May-21,ML,1,0,0,Meghalaya
1,9-May-21,MN,0,0,0,Manipur
1,9-May-21,MP,116,11,131,Madhya Pradesh
1,9-May-21,MZ,0,0,0,Mizoram
1,9-May-21,NL,0,0,0,Nagaland
1,9-May-21,OR,82,1,5,Odisha
1,9-May-21,PB,31,2,5,Punjab
1,9-May-21,PY,0,0,0,Puducherry
1,9-May-21,RJ,129,3,151,Rajasthan
1,9-May-21,SK,0,0,0,Sikkim
1,9-May-21,TG,31,1,24,Telangana
1,9-May-21,TN,526,4,219,Tamil Nadu
1,9-May-21,TR,17,0,0,Tripura
1,9-May-21,TT,3175,115,1414,Total
1,9-May-21,UN,0,0,0,State Unassigned
1,9-May-21,UP,159,8,112,Uttar Pradesh
1,9-May-21,UT,4,0,1,Uttarakhand
1,9-May-21,WB,108,11,49,West Bengal
1,10-Apr-20,AN,0,0,0,Andaman and Nicobar Islands
1,10-Apr-20,AP,18,0,0,Andhra Pradesh
1,10-Apr-20,AR,0,0,0,Arunachal Pradesh
1,10-Apr-20,AS,0,1,0,Assam
1,10-Apr-20,BR,2,0,0,Bihar
1,10-Apr-20,CH,1,0,0,Chandigarh
1,10-Apr-20,CT,0,0,0,Chhattisgarh
1,10-Apr-20,DD,0,0,0,Daman and Diu
1,10-Apr-20,DL,183,2,2,Delhi
1,10-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1,10-Apr-20,GA,0,0,1,Goa
1,10-Apr-20,GJ,116,1,7,Gujarat
1,10-Apr-20,HP,0,0,0,Himachal Pradesh
1,10-Apr-20,HR,6,0,4,Haryana
1,10-Apr-20,JH,1,0,0,Jharkhand
1,10-Apr-20,JK,23,0,0,Jammu and Kashmir
1,10-Apr-20,KA,10,0,4,Karnataka
1,10-Apr-20,KL,7,0,27,Kerala
1,10-Apr-20,LA,1,0,1,Ladakh
1,10-Apr-20,LD,0,0,0,Lakshadweep
1,10-Apr-20,MH,210,12,63,Maharashtra
1,10-Apr-20,ML,0,0,0,Meghalaya
1,10-Apr-20,MN,0,0,0,Manipur
1,10-Apr-20,MP,40,4,12,Madhya Pradesh
1,10-Apr-20,MZ,0,0,0,Mizoram
1,10-Apr-20,NL,0,0,0,Nagaland
1,10-Apr-20,OR,2,0,10,Odisha
1,10-Apr-20,PB,21,1,2,Punjab
1,10-Apr-20,PY,2,0,0,Puducherry
1,10-Apr-20,RJ,98,0,0,Rajasthan
1,10-Apr-20,SK,0,0,0,Sikkim
1,10-Apr-20,TG,16,0,0,Telangana
1,10-Apr-20,TN,77,1,17,Tamil Nadu
1,10-Apr-20,TR,1,0,0,Tripura
1,10-Apr-20,TT,871,22,151,Total
1,10-Apr-20,UN,0,0,0,State Unassigned
1,10-Apr-20,UP,23,0,1,Uttar Pradesh
1,10-Apr-20,UT,0,0,0,Uttarakhand
1,10-Apr-20,WB,13,0,0,West Bengal
1,10-Jul-20,AN,0,0,9,Andaman and Nicobar Islands
1,10-Jul-20,AP,1608,15,1040,Andhra Pradesh
1,10-Jul-20,AR,33,0,0,Arunachal Pradesh
1,10-Jul-20,AS,936,8,701,Assam
1,10-Jul-20,BR,352,2,459,Bihar
1,10-Jul-20,CH,13,0,5,Chandigarh
1,10-Jul-20,CT,166,2,125,Chhattisgarh
1,10-Jul-20,DD,0,0,0,Daman and Diu
1,10-Jul-20,DL,2089,42,2468,Delhi
1,10-Jul-20,DN,14,0,19,Dadra and Nagar Haveli and Daman and Diu
1,10-Jul-20,GA,100,0,74,Goa
1,10-Jul-20,GJ,875,14,441,Gujarat
1,10-Jul-20,HP,31,0,39,Himachal Pradesh
1,10-Jul-20,HR,570,3,399,Haryana
1,10-Jul-20,JH,250,0,14,Jharkhand
1,10-Jul-20,JK,387,5,91,Jammu and Kashmir
1,10-Jul-20,KA,2313,57,1003,Karnataka
1,10-Jul-20,KL,416,0,112,Kerala
1,10-Jul-20,LA,9,0,2,Ladakh
1,10-Jul-20,LD,0,0,0,Lakshadweep
1,10-Jul-20,MH,7862,226,5366,Maharashtra
1,10-Jul-20,ML,73,0,0,Meghalaya
1,10-Jul-20,MN,132,0,33,Manipur
1,10-Jul-20,MP,316,4,249,Madhya Pradesh
1,10-Jul-20,MZ,23,0,0,Mizoram
1,10-Jul-20,NL,59,0,0,Nagaland
1,10-Jul-20,OR,755,6,565,Odisha
1,10-Jul-20,PB,217,4,72,Punjab
1,10-Jul-20,PY,72,1,18,Puducherry
1,10-Jul-20,RJ,611,6,550,Rajasthan
1,10-Jul-20,SK,0,0,9,Sikkim
1,10-Jul-20,TG,1278,8,1013,Telangana
1,10-Jul-20,TN,3680,64,4163,Tamil Nadu
1,10-Jul-20,TR,142,0,34,Tripura
1,10-Jul-20,TT,27762,520,20289,Total
1,10-Jul-20,UN,-224,0,0,State Unassigned
1,10-Jul-20,UP,1338,27,660,Uttar Pradesh
1,10-Jul-20,UT,68,0,34,Uttarakhand
1,10-Jul-20,WB,1198,26,522,West Bengal
1,10-Jun-20,AN,1,0,0,Andaman and Nicobar Islands
1,10-Jun-20,AP,365,1,110,Andhra Pradesh
1,10-Jun-20,AR,4,0,2,Arunachal Pradesh
1,10-Jun-20,AS,235,1,152,Assam
1,10-Jun-20,BR,243,1,164,Bihar
1,10-Jun-20,CH,2,0,4,Chandigarh
1,10-Jun-20,CT,51,1,4,Chhattisgarh
1,10-Jun-20,DD,0,0,0,Daman and Diu
1,10-Jun-20,DL,1501,79,384,Delhi
1,10-Jun-20,DN,5,0,0,Dadra and Nagar Haveli and Daman and Diu
1,10-Jun-20,GA,28,0,0,Goa
1,10-Jun-20,GJ,510,34,370,Gujarat
1,10-Jun-20,HP,14,1,13,Himachal Pradesh
1,10-Jun-20,HR,370,7,381,Haryana
1,10-Jun-20,JH,135,0,33,Jharkhand
1,10-Jun-20,JK,161,3,165,Jammu and Kashmir
1,10-Jun-20,KA,120,3,257,Karnataka
1,10-Jun-20,KL,65,1,57,Kerala
1,10-Jun-20,LA,7,0,0,Ladakh
1,10-Jun-20,LD,0,0,0,Lakshadweep
1,10-Jun-20,MH,3254,149,1877,Maharashtra
1,10-Jun-20,ML,1,0,0,Meghalaya
1,10-Jun-20,MN,7,0,0,Manipur
1,10-Jun-20,MP,200,7,163,Madhya Pradesh
1,10-Jun-20,MZ,5,0,0,Mizoram
1,10-Jun-20,NL,1,0,12,Nagaland
1,10-Jun-20,OR,110,0,149,Odisha
1,10-Jun-20,PB,86,0,65,Punjab
1,10-Jun-20,PY,12,0,5,Puducherry
1,10-Jun-20,RJ,355,4,241,Rajasthan
1,10-Jun-20,SK,0,0,0,Sikkim
1,10-Jun-20,TG,191,8,75,Telangana
1,10-Jun-20,TN,1927,19,1008,Tamil Nadu
1,10-Jun-20,TR,31,0,47,Tripura
1,10-Jun-20,TT,11156,358,6275,Total
1,10-Jun-20,UN,516,0,0,State Unassigned
1,10-Jun-20,UP,275,20,302,Uttar Pradesh
1,10-Jun-20,UT,25,2,76,Uttarakhand
1,10-Jun-20,WB,343,17,159,West Bengal
1,10-May-20,AN,0,0,0,Andaman and Nicobar Islands
1,10-May-20,AP,50,1,38,Andhra Pradesh
1,10-May-20,AR,0,0,0,Arunachal Pradesh
1,10-May-20,AS,1,0,0,Assam
1,10-May-20,BR,96,1,36,Bihar
1,10-May-20,CH,4,1,0,Chandigarh
1,10-May-20,CT,0,0,6,Chhattisgarh
1,10-May-20,DD,0,0,0,Daman and Diu
1,10-May-20,DL,381,5,49,Delhi
1,10-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1,10-May-20,GA,0,0,0,Goa
1,10-May-20,GJ,398,21,454,Gujarat
1,10-May-20,HP,6,0,0,Himachal Pradesh
1,10-May-20,HR,28,1,10,Haryana
1,10-May-20,JH,1,0,0,Jharkhand
1,10-May-20,JK,25,0,15,Jammu and Kashmir
1,10-May-20,KA,54,1,36,Karnataka
1,10-May-20,KL,7,0,4,Kerala
1,10-May-20,LA,0,0,3,Ladakh
1,10-May-20,LD,0,0,0,Lakshadweep
1,10-May-20,MH,1943,53,399,Maharashtra
1,10-May-20,ML,0,0,0,Meghalaya
1,10-May-20,MN,0,0,0,Manipur
1,10-May-20,MP,157,4,196,Madhya Pradesh
1,10-May-20,MZ,0,0,0,Mizoram
1,10-May-20,NL,0,0,0,Nagaland
1,10-May-20,OR,25,0,0,Odisha
1,10-May-20,PB,61,0,9,Punjab
1,10-May-20,PY,2,0,1,Puducherry
1,10-May-20,RJ,106,2,79,Rajasthan
1,10-May-20,SK,0,0,0,Sikkim
1,10-May-20,TG,33,0,0,Telangana
1,10-May-20,TN,669,3,135,Tamil Nadu
1,10-May-20,TR,16,0,0,Tripura
1,10-May-20,TT,4311,112,1669,Total
1,10-May-20,UN,0,0,0,State Unassigned
1,10-May-20,UP,94,5,154,Uttar Pradesh
1,10-May-20,UT,1,0,0,Uttarakhand
1,10-May-20,WB,153,14,45,West Bengal
1,11-Apr-20,AN,0,0,0,Andaman and Nicobar Islands
1,11-Apr-20,AP,24,0,0,Andhra Pradesh
1,11-Apr-20,AR,0,0,0,Arunachal Pradesh
1,11-Apr-20,AS,0,0,0,Assam
1,11-Apr-20,BR,4,0,0,Bihar
1,11-Apr-20,CH,0,0,0,Chandigarh
1,11-Apr-20,CT,7,0,0,Chhattisgarh
1,11-Apr-20,DD,0,0,0,Daman and Diu
1,11-Apr-20,DL,166,5,0,Delhi
1,11-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1,11-Apr-20,GA,0,0,4,Goa
1,11-Apr-20,GJ,90,3,11,Gujarat
1,11-Apr-20,HP,4,0,6,Himachal Pradesh
1,11-Apr-20,HR,3,0,0,Haryana
1,11-Apr-20,JH,3,0,0,Jharkhand
1,11-Apr-20,JK,17,0,0,Jammu and Kashmir
1,11-Apr-20,KA,8,0,5,Karnataka
1,11-Apr-20,KL,10,1,19,Kerala
1,11-Apr-20,LA,0,0,0,Ladakh
1,11-Apr-20,LD,0,0,0,Lakshadweep
1,11-Apr-20,MH,187,17,20,Maharashtra
1,11-Apr-20,ML,0,0,0,Meghalaya
1,11-Apr-20,MN,0,0,0,Manipur
1,11-Apr-20,MP,78,4,1,Madhya Pradesh
1,11-Apr-20,MZ,0,0,0,Mizoram
1,11-Apr-20,NL,0,0,0,Nagaland
1,11-Apr-20,OR,4,0,0,Odisha
1,11-Apr-20,PB,7,1,0,Punjab
1,11-Apr-20,PY,0,0,0,Puducherry
1,11-Apr-20,RJ,139,6,56,Rajasthan
1,11-Apr-20,SK,0,0,0,Sikkim
1,11-Apr-20,TG,16,2,51,Telangana
1,11-Apr-20,TN,58,1,0,Tamil Nadu
1,11-Apr-20,TR,0,0,0,Tripura
1,11-Apr-20,TT,854,40,186,Total
1,11-Apr-20,UN,0,0,0,State Unassigned
1,11-Apr-20,UP,19,1,13,Uttar Pradesh
1,11-Apr-20,UT,0,0,0,Uttarakhand
1,11-Apr-20,WB,10,0,0,West Bengal
1,11-Jul-20,AN,0,0,0,Andaman and Nicobar Islands
1,11-Jul-20,AP,1813,17,1199,Andhra Pradesh
1,11-Jul-20,AR,6,0,5,Arunachal Pradesh
1,11-Jul-20,AS,535,2,578,Assam
1,11-Jul-20,BR,709,7,740,Bihar
1,11-Jul-20,CH,13,1,5,Chandigarh
1,11-Jul-20,CT,65,0,42,Chhattisgarh
1,11-Jul-20,DD,0,0,0,Daman and Diu
1,11-Jul-20,DL,1781,34,2998,Delhi
1,11-Jul-20,DN,14,0,12,Dadra and Nagar Haveli and Daman and Diu
1,11-Jul-20,GA,117,3,81,Goa
1,11-Jul-20,GJ,872,10,502,Gujarat
1,11-Jul-20,HP,11,0,23,Himachal Pradesh
1,11-Jul-20,HR,648,7,490,Haryana
1,11-Jul-20,JH,145,1,32,Jharkhand
1,11-Jul-20,JK,268,10,109,Jammu and Kashmir
1,11-Jul-20,KA,2798,70,880,Karnataka
1,11-Jul-20,KL,488,2,143,Kerala
1,11-Jul-20,LA,13,0,11,Ladakh
1,11-Jul-20,LD,0,0,0,Lakshadweep
1,11-Jul-20,MH,8139,223,4360,Maharashtra
1,11-Jul-20,ML,76,0,0,Meghalaya
1,11-Jul-20,MN,11,0,11,Manipur
1,11-Jul-20,MP,544,6,198,Madhya Pradesh
1,11-Jul-20,MZ,1,0,7,Mizoram
1,11-Jul-20,NL,16,0,9,Nagaland
1,11-Jul-20,OR,570,6,388,Odisha
1,11-Jul-20,PB,230,8,23,Punjab
1,11-Jul-20,PY,65,1,53,Puducherry
1,11-Jul-20,RJ,574,6,249,Rajasthan
1,11-Jul-20,SK,26,0,0,Sikkim
1,11-Jul-20,TG,1178,9,1714,Telangana
1,11-Jul-20,TN,3965,69,3591,Tamil Nadu
1,11-Jul-20,TR,31,1,3,Tripura
1,11-Jul-20,TT,27757,543,19981,Total
1,11-Jul-20,UN,-745,0,0,State Unassigned
1,11-Jul-20,UP,1392,24,902,Uttar Pradesh
1,11-Jul-20,UT,44,0,12,Uttarakhand
1,11-Jul-20,WB,1344,26,611,West Bengal
1,11-Jun-20,AN,3,0,0,Andaman and Nicobar Islands
1,11-Jun-20,AP,182,2,99,Andhra Pradesh
1,11-Jun-20,AR,6,0,0,Arunachal Pradesh
1,11-Jun-20,AS,145,0,184,Assam
1,11-Jun-20,BR,250,0,152,Bihar
1,11-Jun-20,CH,4,0,4,Chandigarh
1,11-Jun-20,CT,136,0,70,Chhattisgarh
1,11-Jun-20,DD,0,0,0,Daman and Diu
1,11-Jun-20,DL,1877,101,486,Delhi
1,11-Jun-20,DN,1,0,0,Dadra and Nagar Haveli and Daman and Diu
1,11-Jun-20,GA,30,0,0,Goa
1,11-Jun-20,GJ,513,38,366,Gujarat
1,11-Jun-20,HP,19,0,26,Himachal Pradesh
1,11-Jun-20,HR,389,12,73,Haryana
1,11-Jun-20,JH,48,0,38,Jharkhand
1,11-Jun-20,JK,67,1,149,Jammu and Kashmir
1,11-Jun-20,KA,204,3,114,Karnataka
1,11-Jun-20,KL,83,1,62,Kerala
1,11-Jun-20,LA,20,0,4,Ladakh
1,11-Jun-20,LD,0,0,0,Lakshadweep
1,11-Jun-20,MH,3607,152,1562,Maharashtra
1,11-Jun-20,ML,0,0,5,Meghalaya
1,11-Jun-20,MN,55,0,9,Manipur
1,11-Jun-20,MP,192,4,150,Madhya Pradesh
1,11-Jun-20,MZ,9,0,0,Mizoram
1,11-Jun-20,NL,2,0,7,Nagaland
1,11-Jun-20,OR,136,1,72,Odisha
1,11-Jun-20,PB,82,4,27,Punjab
1,11-Jun-20,PY,13,2,7,Puducherry
1,11-Jun-20,RJ,238,6,206,Rajasthan
1,11-Jun-20,SK,0,0,0,Sikkim
1,11-Jun-20,TG,209,9,176,Telangana
1,11-Jun-20,TN,1875,23,1372,Tamil Nadu
1,11-Jun-20,TR,25,0,39,Tripura
1,11-Jun-20,TT,11135,394,6044,Total
1,11-Jun-20,UN,-296,0,0,State Unassigned
1,11-Jun-20,UP,478,24,321,Uttar Pradesh
1,11-Jun-20,UT,93,1,55,Uttarakhand
1,11-Jun-20,WB,440,10,209,West Bengal
1,11-May-20,AN,0,0,0,Andaman and Nicobar Islands
1,11-May-20,AP,38,0,73,Andhra Pradesh
1,11-May-20,AR,0,0,0,Arunachal Pradesh
1,11-May-20,AS,2,0,5,Assam
1,11-May-20,BR,42,0,23,Bihar
1,11-May-20,CH,8,0,4,Chandigarh
1,11-May-20,CT,0,0,4,Chhattisgarh
1,11-May-20,DD,0,0,0,Daman and Diu
1,11-May-20,DL,310,0,60,Delhi
1,11-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
1,11-May-20,GA,0,0,0,Goa
1,11-May-20,GJ,347,20,235,Gujarat
1,11-May-20,HP,1,0,0,Himachal Pradesh
1,11-May-20,HR,27,1,37,Haryana
1,11-May-20,JH,4,0,0,Jharkhand
1,11-May-20,JK,18,1,44,Jammu and Kashmir
1,11-May-20,KA,14,0,4,Karnataka
1,11-May-20,KL,7,0,0,Kerala
1,11-May-20,LA,0,0,1,Ladakh
1,11-May-20,LD,0,0,0,Lakshadweep
1,11-May-20,MH,1230,36,587,Maharashtra
1,11-May-20,ML,0,0,0,Meghalaya
1,11-May-20,MN,0,0,0,Manipur
1,11-May-20,MP,171,6,71,Madhya Pradesh
1,11-May-20,MZ,0,0,0,Mizoram
1,11-May-20,NL,0,0,0,Nagaland
1,11-May-20,OR,38,0,17,Odisha
1,11-May-20,PB,54,0,2,Punjab
1,11-May-20,PY,0,0,0,Puducherry
1,11-May-20,RJ,174,5,83,Rajasthan
1,11-May-20,SK,0,0,0,Sikkim
1,11-May-20,TG,79,0,50,Telangana
1,11-May-20,TN,798,6,92,Tamil Nadu
1,11-May-20,TR,0,0,0,Tripura
1,11-May-20,TT,3592,81,1579,Total
1,11-May-20,UN,0,0,0,State Unassigned
1,11-May-20,UP,106,1,105,Uttar Pradesh
1,11-May-20,UT,0,0,0,Uttarakhand
1,11-May-20,WB,124,5,82,West Bengal
